업체구분,업체명,지번 주소,도로명 주소,위도,경도,연락처
동물병원,삼성종합동물병원,강원 원주시 태장동 1037-12,강원 원주시 현충로 278,37.37828562,127.9494881,033-732-1275
관광지,삼척 미로정원,강원 삼척시 미로면 내미로리 167,강원 삼척시 미로면 동안로 540,37.44403349,129.0712384,033-575-4846
관광지,삼척 장미공원,강원 삼척시 정상동 232,,37.43347057,129.1766732,033-570-4065
동물병원,삼척동물병원,강원 삼척시 정상동 241-3,강원 삼척시 오십천로 558-1,37.43407821,129.1772053,033-574-0075
체험,삼척해양레일바이크,강원 삼척시 근덕면 궁촌리 146-10,강원 삼척시 근덕면 공양왕길2,37.32364924,129.2663648,033-576-0656~8
동물병원,샘마루동물병원,"강원 원주시 지정면 신지정로 153-46, 1층",,37.37488369,127.8809692,033-747-5002
식음료,샘토명물닭갈비,강원 춘천시 신북읍 천전리 68-2,강원 춘천시 신북읍 신샘밭로 729,37.93136017,127.7903766,
숙박지,샬레리조트,강원 평창군 봉평면 면온리 726-1,강원 평창군 봉평면 석이바우길 71-20,37.57578605,128.3491064,033-334-5635
식음료,서면카페,강원 춘천시 서면 금산리 495-7,강원 춘천시 서면 박사로 976,37.90171712,127.6970199,033-243-6222
관광지,서오지리 연꽃단지,강원 화천군 하남면 서오지리 25-15,강원 화천군 하남면 건넌들길 97,38.04164244,127.6542804,033-440-2952
숙박지,서퍼스파라다이스 STAY,강원 양양군 현남면 인구리 631-4,강원 양양군 현남면 인구길 60-11,37.96967041,128.7616146,
숙박지,서프쉑펜션,강원 양양군 손양면 선사유적로 316-74,,38.05318853,128.6868168,
관광지,서피비치,강원 양양군 현북면 중광정리 508,강원 양양군 현북면 하조대해안길 119,38.02775348,128.7175212,1522-2729
관광지,선돌,강원 영월군 영월읍 방절리 산 122,,37.20557108,128.4340853,1577-0545
관광지,설악 해맞이 공원,강원 속초시 동해대로 3664,,38.16315214,128.6085151,033-639-2422
동물병원,설악동물병원,강원 속초시 교동 800-1,강원 속초시 동해대로 4308,38.20025233,128.5709125,033-631-6638
숙박지,설악비치펜션,강원 양양군 강현면 전진리 66-8,강원 양양군 강현면 뒷나루2길 5-4,38.12933371,128.6229434,
숙박지,설악의정원,강원 고성군 토성면 원암리 259-4,강원 고성군 토성면 용원로 595,38.21458163,128.5173767,0507-1490-4992
관광지,설악해맞이공원,강원 속초시 대포동 178-9,강원 속초시 동해대로 3664,38.16315084,128.6085311,033-639-2422
관광지,설악해수욕장,강원 양양군 강현면 전진2리,강원 양양군 강현면 동해대로 3254,38.12420744,128.6299653,033-670-2518
동물병원,성일동물병원,강원 철원군 동송읍 이평리 853-38,강원 철원군 동송읍 금학로 240-1,38.20991916,127.2172647,033-455-8943
식음료,세계주류마켓,강원 춘천시 동내면 학곡리 5-63,강원 춘천시 동내면 순환대로 630,37.83984386,127.7621803,
관광지,세계평화의종공원,강원 화천군 화천읍 동촌리 2917-9,강원 화천군 화천읍 평화로 3481-143,38.21061647,127.851844,033-440-2318
식음료,세레니타,강원 강릉시 교동 711-13,강원 강릉시 율곡로 3034,37.7731495,128.8902565,033-641-3475
숙박지,세인트존스호텔,강원 강릉시 강문동 1-1,강원 강릉시 창해로 307,37.79128075,128.9209314,033-660-9000
체험,세인트존스호텔 파인풀,강원 강릉시 강문동 1-1,강원 강릉시 창해로 307,37.79128075,128.9209314,033-660-9000
식음료,셰프스키친,강원 홍천군 서면 팔봉리 1290-2,강원 홍천군 서면 한치골길 262,37.65233706,127.6873348,033-439-7437
숙박지,소노펫클럽앤리조트,강원 홍천군 서면 팔봉리 1290-2,강원 홍천군 서면 한치골길 262,37.65233706,127.6873348,1588-4888
관광지,소돌해변,강원 강릉시 주문진읍 주문리 800-3,강원 강릉시 주문진읍 해안로 1993,37.90680516,128.8266664,033-661-5692
관광지,소양강댐,강원 춘천시 신북읍 천전리 산73-18,,37.94747984,127.8129993,033-242-2455
관광지,속초 관광수산시장,강원 속초시 중앙동 474-13,강원 속초시 중앙로147번길 12,38.2039889,128.5905524,
동물병원,속초동물의료센터,강원 속초시 교동 741-5,강원 속초시 수복로 69,38.19891948,128.5772801,033-638-0075
동물병원,속초삼성동물병원,강원 속초시 청학동 634-11,강원 속초시 번영로 56,38.20494584,128.5840778,033-636-0305
관광지,속초시 반려견놀이터,강원 속초시 장사동 산 38-4,,38.21446224,128.5692584,033-639-2391
식음료,솔길따라,강원 춘천시 동면 만천리 395-6,강원 춘천시 동면 도토골길 62,37.8825971,127.772977,
식음료,솔솔밀크티,강원 동해시 망상동 363-1,강원 동해시 망상길 43,37.59104778,129.0887659,
숙박지,솔치송어파티펜션,강원 원주시 신림면 송계리 567-1,강원 원주시 신림면 솔치안길 91,37.26869471,128.1999276,033-764-1506
식음료,솜밤,강원 원주시 판부면 금대리 756-2,강원 원주시 판부면 치악로 939,37.27960707,128.0046352,070-4240-6740
관광지,송정해변,강원 강릉시 송정동 1,강원 강릉시 송정길30번안길 20-3,37.77679581,128.9371999,033-640-5422
숙박지,수한예,강원 춘천시 동면 장학리 730-6,강원 춘천시 동면 하일길 197,37.90500504,127.7536696,
관광지,순긋해변,강원 강릉시 안현동 234-7,강원 강릉시 해안로 682-5,37.81675944,128.8931036,033-640-4414
관광지,순수양떼목장,강원 평창군 대관령면 횡계리 산2-45,강원 평창군 대관령면 오목길 152,37.65885258,128.7197653,033-335-1497
관광지,순포해변,강원 강릉시 사천면 산대월리 산 1,,37.82284256,128.8859931,033-640-4757
식음료,순풍포장마차,강원 속초시 청초호반로 312-1,,38.20210669,128.5913135,0507-1339-6611
숙박지,숲속의 정원,강원 고성군 죽왕면 야촌리 1024-30,강원 고성군 죽왕면 곡실평길 332,38.30652792,128.489706,
숙박지,숲속의집,강원 양양군 현북면 어성전리 58,강원 양양군 현북면 어성전길 402,37.93192757,128.674843,033-673-9597
식음료,쉬러와,강원 춘천시 신북읍 지내리 473,강원 춘천시 신북읍 지내고탄로 246,37.95182768,127.7309014,033-242-6039
식음료,스끼다시천국,강원 속초시 동명동 1-192,강원 속초시 영랑해안길 11,38.21290289,128.6007913,033-631-1090
식음료,스누피 애견카페,,강원 춘천시 동면 금옥길 132,37.91680754,127.7957754,033-255-9066
식음료,스누피자,,강원 양양군 강현면 복골길269번길 16-6,38.14485264,128.5586575,033-671-6726
식음료,스웨이,강원 강릉시 안현동 94-143,강원 강릉시 경포로 489-6,37.80400734,128.9047496,
식음료,스퀘어루트카페,강원 고성군 죽왕면 가진리 275,강원 고성군 죽왕면 가향길 2-7,38.37524004,128.5057252,033-681-0604
식음료,슬로우데이,,강원 춘천시 신북읍 배후령1길 70,37.93735442,127.7772457,0507-1364-2742
숙박지,슬로우캠프,강원 영월군 무릉도원면 운학리 614-3,강원 영월군 무릉도원면 고일길 18-5,37.34616675,128.1948578,
식음료,시도네과자상점,,강원 원주시 소삼터길 10-14,37.34569809,127.9355006,0507-1394-0640
식음료,시즈온,강원 원주시 반곡동 1848-3,강원 원주시 양지뜰4길 1-2,37.32731812,127.9824148,
식음료,시크릿가든,강원 홍천군 화촌면 성산로 162,,37.77167187,127.9687323,
숙박지,신나개 애견펜션,강원 삼척시 근덕면 덕산리 300,강원 삼척시 근덕면 덕산해안로 78,37.38188252,129.2434085,
식음료,신리광장,강원 강릉시 주문진읍 교항리 375-2,강원 강릉시 주문진읍 신리천로 79,37.88264744,128.8224081,033-662-7977
식음료,신북청 아바이순대,강원 속초시 청호동 874,강원 속초시 아바이마을길 7-2,38.20226336,128.5937287,033-638-4687
식음료,신북커피,강원 춘천시 신북읍 천전리 672-5,강원 춘천시 신북읍 신샘밭로 622-7,37.9296128,127.7788168,
식음료,신세계춘천정통닭갈비,강원 춘천시 신북읍 율문리 37-161,강원 춘천시 신북읍 신샘밭로 388-8,37.92547453,127.7534347,033-244-7575
숙박지,신영펜션,강원 홍천군 서면 대곡리 25,강원 홍천군 서면 한치골길 75-12,37.62763914,127.6671735,033-435-8666
숙박지,신원비엔빌,강원 양양군 손양면 동호리 104-5,강원 양양군 손양면 굴개길 72,38.05352114,128.6827622,033-672-8777
식음료,신피디통큰,강원 속초시 중앙동 480,강원 속초시 청초호반로 322,38.20272174,128.5920527,033-638-3805
동물병원,신흥동물병원,강원 홍천군 홍천읍 신장대리 13-1,강원 홍천군 홍천읍 번영로 61-1,37.69047033,127.887207,033-434-2206
식음료,썸머키친,강원 강릉시 지변동 310,강원 강릉시 죽헌길 67-6,37.77495417,128.8750875,070-7724-5636
숙박지,쏠리오,강원 춘천시 남산면 서천리 319,강원 춘천시 남산면 서천길 117,37.84439791,127.542152,
숙박지,씨스포빌리조트,,강원 삼척시 근덕면 상맹방길 30-80,37.39590723,129.2207959,033-570-5000
식음료,아기사자,강원 원주시 지정면 간현리 287-3,강원 원주시 지정면 오얏길 56,37.33764862,127.8470671,033-733-0208
식음료,아늑한옥,강원 원주시 신림면 성남리 401-1,강원 원주시 신림면 아랫성남길 26,37.2603271,128.0840486,070-7372-6950
숙박지,아담하우스,강원 양양군 강현면 주청리 7-30,강원 양양군 강현면 주청2길 17,38.11793029,128.6297603,
관광지,아들바위공원,강원 강릉시 주문진읍 주문리 791-47,,37.90588059,128.8301068,033-1330
관광지,아라리공원,강원 정선군 정선읍 봉양리 362-5,,37.3791473,128.6667196,
식음료,아라커피,강원 고성군 죽왕면 공현진리 153,강원 고성군 죽왕면 공현진길 6,38.35236137,128.5097545,033-633-4456
관광지,아를테마수목원,강원 화천군 하남면 거례리 514-1,,38.07199798,127.6886194,033-440-2575
숙박지,아름다운바다콘도텔,강원 양양군 강현면 물치리 32,강원 양양군 강현면 동해대로 3575,38.15569302,128.6088676,033-673-6612
숙박지,아름다운집,강원 춘천시 남산면 강촌리 645-1,강원 춘천시 남산면 북한강변길 826,37.82891519,127.6028694,
관광지,아름들 반려견쉼터,강원 원주시 흥업면 흥업리 222,,37.29566456,127.9251417,
동물병원,아리동물병원,강원 화천군 화천읍 아리 110-4,강원 화천군 화천읍 가손이길 36,38.10006798,127.7261631,033-442-7990
관광지,아바이마을,강원 속초시 청호동 1076,강원 속초시 청호로 122,38.20061796,128.5948075,033-633-3171
숙박지,아쇼카펜션,강원 양양군 손양면 동호리 1-43,강원 양양군 손양면 선사유적로 316-104,38.05139985,128.688467,
관광지,아야진 해변,강원 고성군 토성면 아야진리 230-6,강원 고성군 토성면 아야진해변길 157,38.27651142,128.5527621,033-680-3356
관광지,아우라지,강원 정선군 여량면 여량리 726,,37.47712868,128.7220744,1544-9053
식음료,아울러,,강원 춘천시 뱀내길 6,37.87206182,127.7078026,
동물병원,아이즈동물병원,강원 강릉시 옥천동 285-2,강원 강릉시 옥가로 22,37.7582074,128.899471,033-646-8841
식음료,아임파인쉬림프,강원 속초시 중앙동 473-20,강원 속초시 중앙로129번길 34,38.20416297,128.5896257,033-638-0608
숙박지,아침에새소리,강원 평창군 봉평면 무이리 288-1,강원 평창군 봉평면 백운동길 60-6,37.61691602,128.3420802,
숙박지,아침의소리,,강원 평창군 봉평면 무이진등길 77-70,37.59823945,128.3439652,
숙박지,아폴로천문대펜션,강원 화천군 사내면 광덕리 1127,강원 화천군 사내면 천문대길 79-8,38.10805373,127.4436416,033-441-7342
관광지,안목해변,강원 강릉시 견소동 286-8,강원 강릉시 창해로14번길 3,37.77365175,128.9459974,033-660-3887
관광지,안인항,강원 강릉시 강동면 안인진리 314-2,강원 강릉시 강동면 안인진길 47,37.73609022,128.988591,033-660-3598
동물병원,애견종합동물병원,강원 강릉시 옥천동 168-4,강원 강릉시 경강로 2130,37.75655035,128.899418,033-647-8575
식음료,앤트리카페,,강원 고성군 죽왕면 자작도선사1길 18-1,38.3093006,128.5402627,0507-1436-0552
관광지,양구꽃섬,강원 양구군 양구읍 하리 589-4,,38.11469506,127.9847824,033-480-2176
숙박지,양양캠핑장 어성전계곡야영장,강원 양양군 현북면 어성전리 221-1,강원 양양군 현북면 어성전길 182-18,37.94716181,128.6634302,033-672-0236
숙박지,양양해피플레이스,강원 양양군 강현면 중복리 109-2,강원 양양군 강현면 중복골길 11,38.14120923,128.5727596,
식음료,어느멋진날카페,강원 양양군 강현면 정암리 148-2,강원 양양군 강현면 동해대로 3373,38.13892965,128.6148906,
식음료,어도러블독,강원 홍천군 홍천읍 갈마곡리 426-2,강원 홍천군 홍천읍 홍천로 491,37.6971734,127.8947295,033-433-3631
식음료,어리틀빗,,강원 속초시 바람꽃마을길 157,38.19754096,128.5250145,0507-1448-0716
식음료,어반그린,강원 춘천시 서면 현암리 578-5,강원 춘천시 서면 박사로 732,37.88437077,127.683179,
식음료,에를레프니스,강원 춘천시 동면 만천로 84,,37.88063553,127.7652301,070-4239-4222
숙박지,엘페로애견펜션,강원 홍천군 서면 대곡리 86-11,강원 홍천군 서면 한서로 2019,37.62483522,127.6632425,
식음료,엠꼼마카롱,강원 강릉시 임당동 103-3,강원 강릉시 경강로2115번길 15,37.75698167,128.8966894,070-8870-8485
숙박지,여울소리 오토 캠핑장,강원 영월군 무릉도원면 무릉리 800-5,강원 영월군 무릉도원면 중방길 2-45,37.29335475,128.2687783,033-375-7863
식음료,연봉리제빵소 로스터리카페,,강원 홍천군 홍천읍 남산마을길3길 25,37.6823227,127.8820758,0507-1345-5093
동물병원,열린동물병원,강원 원주시 무실동 1734-4,강원 원주시 만대공원길 8-10,37.33714674,127.9288536,033-743-6466
관광지,영금정,강원 속초시 동명동 1-185,강원 속초시 영금정로 43,38.2118456,128.6014382,033-639-2690
관광지,영원산성,강원 원주시 판부면 금대리 1388,강원 원주시 판부면 영원산성길 685,37.30548316,128.0308701,033-742-2111
숙박지,영월 스카이펜션&캠핑장,강원 영월군 무릉도원면 법흥리 587,강원 영월군 무릉도원면 무릉법흥로 852-15,37.3353952,128.2823443,033-372-0399
숙박지,영월캠프,강원 영월군 무릉도원면 법흥리 143-3,강원 영월군 무릉도원면 무릉법흥로 1208-56,37.36214886,128.2772394,
숙박지,영월키즈캠핑장(힐링캠프),강원 영월군 무릉도원면 법흥리 181,강원 영월군 무릉도원면 무릉법흥로 1208-7,37.36410794,128.2734027,
숙박지,영월한반도캠핑장,강원 영월군 한반도면 후탄로 826,,37.21525552,128.3562489,
관광지,영진항,강원 강릉시 연곡면 영진리 2-3,,37.86801257,128.8479445,033-660-3682
관광지,영진해변,강원 강릉시 연곡면 영진리 72-2,,37.86895106,128.8450214,033-640-5422
식음료,예당앤다울펫,강원 춘천시 신북읍 신북로 153,,37.93925257,127.7514074,
식음료,예와생스튜디오카페,강원 춘천시 동면 지내리 407,강원 춘천시 동면 가산로 186-5,37.92083812,127.7822099,
식음료,옛날초당순두부,강원 강릉시 운정동 334-2,강원 강릉시 운정길 141,37.78671825,128.8927787,033-645-0557
숙박지,오늘은바다 애견펜션,강원 강릉시 사천면 해안로 904-11,,37.83193309,128.875824,
식음료,오대양수산,강원 양양군 현북면 하광정리 628-1,강원 양양군 현북면 하조대해안길 11,38.02148572,128.7262525,033-673-5542
식음료,오대양횟집,강원 속초시 장사동 548-7,강원 속초시 장사항해안길 58,38.22664409,128.5880191,033-635-8385
숙박지,오색그린야드호텔,,강원 양양군 서면 대청봉길 34,38.08023139,128.4475247,033-670-1000
숙박지,오션투유리조트,,강원 고성군 죽왕면 삼포해변길 9,38.31704543,128.5310817,1666-1243
숙박지,오크카운티펜션,강원 원주시 지정면 판대리 612-27,강원 원주시 지정면 구재로 352-4,37.41347341,127.8040842,
숙박지,오투리조트,강원 태백시 서학로 861,,37.17067338,128.9480854,033-580-7000
숙박지,오핑펜션,강원 양양군 강현면 전진리 58-3,강원 양양군 강현면 뒷나루2길 24-1,38.12807794,128.6243134,
체험,옥산가(옥광산),강원 춘천시 동면 월곡리 246,강원 춘천시 동면 금옥길 228,37.92005546,127.8052555,1544-0741
숙박지,올리브펜션,강원 동해시 대진동 187-4,강원 동해시 일출로 369,37.57391445,129.1167065,033-532-2563
식음료,와룽빠뜨릭,강원 양양군 현남면 동산리 134-2,강원 양양군 현남면 동산큰길 44-3,37.97959866,128.7603308,033-673-8492
동물병원,와수대화동물병원,강원 철원군 서면 와수리 1139-3,강원 철원군 서면 와수1로 7-1,38.23775994,127.4365305,033-458-4558
식음료,와수리 커피,강원 철원군 서면 와수리 1194-58,강원 철원군 서면 아리랑로37번길 19,38.24386997,127.4397529,
식음료,와이어드커피,강원 춘천시 동내면 학곡리 5-14,강원 춘천시 동내면 순환대로 632,37.83984386,127.7621803,033-264-0633
관광지,요선암 돌개구멍,강원 영월군 무릉도원면 무릉리 1057,강원 영월군 무릉도원면 도원운학로 13-39,37.29727759,128.2618964,033-560-2379
관광지,요선암 요선정,강원 영월군 무릉도원면 무릉리 1057,강원 영월군 무릉도원면 도원운학로 13-39,37.29727759,128.2618964,033-370-2931
식음료,용산559,강원 춘천시 신북읍 용산리 559,강원 춘천시 신북읍 용산길 191-21,37.95979135,127.7141629,
동물병원,우리동물병원,강원 홍천군 홍천읍 진리 22-9,강원 홍천군 홍천읍 홍천로 420,37.69191423,127.8909661,033-436-7502
동물병원,우리동물병원,강원 춘천시 동내면 거두리 926-5,강원 춘천시 동내면 춘천순환로 70,37.85534539,127.751658,033-263-7502
식음료,우밀타,강원 원주시 반곡동 1852-2,강원 원주시 양지뜰4길 6,37.32734767,127.9830123,
동물병원,원주24시스카이동물메디컬센터,강원 원주시 단구동 1599-6,강원 원주시 서원대로 502,37.32494362,127.9583035,0507-1366-9975
동물병원,원주동물병원,강원 원주시 단계동 826-12,강원 원주시 천사로 79,37.34756897,127.9336014,033-743-8882
숙박지,월드니스 글램핑장,강원 영월군 무릉도원면 도원리 795-1,강원 영월군 무릉도원면 도원운학로 475-10,37.30076708,128.221409,
숙박지,월드니스 오토 캠핑장,강원 영월군 무릉도원면 도원리 795-1,강원 영월군 무릉도원면 도원운학로 475-10,37.29993249,128.220668,
숙박지,월드스카이호텔,강원 속초시 청학동 482-524,강원 속초시 청초호반로 267,38.20113028,128.5864637,1670-0664
관광지,월화거리,강원 강릉시 성남동 44-16,강원 강릉시 금성로 11번길 9,37.75414048,128.8997378,033-640-5643
동물병원,위드동물병원,강원 강릉시 홍제동 1026-5,강원 강릉시 선수촌로63번길 18-7,37.75704766,128.8683395,033-645-5575
식음료,유2버호프,강원 원주시 무실동 1850-4,강원 원주시 능라동길 34-1,37.33341057,127.9291513,033-735-9006
식음료,유기농카페,강원 춘천시 신북읍 지내리 664-1,강원 춘천시 신북읍 지내고탄로 184,37.94627753,127.7303991,
체험,유알컬처파크,강원 원주시 지정면 안창리 595-14,강원 원주시 지정면 지정로 912,37.35851945,127.8022774,
숙박지,유알풀빌라펜션,강원 원주시 지정면 안창리 595-6,강원 원주시 지정면 지정로 912-1,37.35812207,127.8000348,
동물병원,윤성철동물병원,강원 홍천군 홍천읍 신장대리 31-1,강원 홍천군 홍천읍 홍천로 381,37.68996943,127.8875268,033-435-6995
식음료,윤스빈,강원 영월군 영월읍 하송리 184-46,강원 영월군 영월읍 분수대길 64,37.1806088,128.4651649,033-375-3077
숙박지,으지네민박,,강원 평창군 진부면 탑동길 108-16,37.69467873,128.5597837,0507-1362-8596
관광지,은하수교,강원 철원군 동송읍 장흥리 2471,강원 철원군 동송읍 한탄강길 112,38.19977388,127.2775145,033-450-5114
식음료,이르레,,강원 춘천시 동면 금베이길 63,37.8761963,127.7854622,0507-1350-8783
식음료,인더가든,강원 인제군 남면 신남리 513-1,강원 인제군 남면 삼팔선로 2115,37.96753479,128.0777205,033-461-6248
식음료,인디언독,강원 춘천시 동면 만천리 332-7,강원 춘천시 동면 만천양지길 147-1,37.89015143,127.7695917,033-253-2250
체험,인제빙어축제,강원 인제군 남면 부평리 555-2,,37.99774745,128.0985029,1577-8924
숙박지,인제스피디움,강원 인제군 기린면 상하답로 130,,38.0026073,128.2953843,1644-3366
동물병원,인제종합동물병원,강원 인제군 인제읍 남북리 810-5,강원 인제군 인제읍 비봉로44번길 70,38.06192532,128.1682389,033-461-3960
관광지,장전계곡,강원 평창군 진부면 장전리 산1,강원 평창군 진부면 장전길 435-2,37.47730215,128.5417936,033-330-2607
숙박지,장호비치캠핑장,강원 삼척시 근덕면 장호리 217-2,강원 삼척시 근덕면 삼척로 2116,37.28456,129.3124077,033-576-0884
관광지,장호항,강원 삼척시 근덕면 장호리 3-1,강원 삼척시 근덕면 장호항길 99,37.28643781,129.3178991,033-572-3011
관광지,장호해변,강원 삼척시 근덕면 장호리 413-8,,37.28583179,129.3147671,033-572-3011
관광지,젊은달와이파크,강원 영월군 주천면 주천리 1376-36,강원 영월군 주천면 송학주천로 1467-9,37.27400332,128.2692247,033-372-9411
숙박지,정관루,강원 춘천시 남산면 방하리 198-1,,37.79012495,127.5261287,031-580-8000
관광지,정동진,강원 강릉시 강동면 정동진리 328-13,,37.69471431,129.0109086,033-640-4536
체험,정선 레일바이크,강원 정선군 여량면 구절리 290-82,강원 정선군 여량면 노추산로 745,37.5170461,128.7304317,033-563-8787
관광지,정선 병방치 스카이워크,,강원 정선군 정선읍 병방치길 225,37.36235954,128.6354267,033-563-4100
체험,정선 스카이워크,강원 정선군 정선읍 귤암리 산200,강원 정선군 정선읍 병방치길 225,37.36235936,128.6354266,033-563-4100
숙박지,정선황토펜션,강원 정선군 정선읍 북실리 630-3,강원 정선군 정선읍 병방치길 35-18,37.37525603,128.6459859,
관광지,정암해수욕장,강원 양양군 강현면 정암리 3,,38.14030207,128.6141954,
숙박지,정원가든 애견동반펜션,강원 삼척시 근덕면 용화리 403,강원 삼척시 근덕면 용화안길 225-1,37.28057338,129.2965226,0505-679-2926
체험,제니얼독,강원 속초시 떡밭재로 232,,38.18339069,128.5821351,
동물병원,제일동물병원,강원 원주시 평원로 29 (중앙동),,37.34906212,127.9524497,033-741-5125
동물병원,조광동물병원,강원 속초시 교동 826-4,강원 속초시 만천2길 17-4,38.19839889,128.5765565,033-631-5848
숙박지,조양펜션,강원 속초시 조양동 1463-7,강원 속초시 동해대로3950번길 15,38.18818533,128.6025738,
동물병원,조은 동물병원,"강원 원주시 로아노크로 8, 1층 (단계동)",,37.3439999,127.9272135,033-742-8475
식음료,좋은날N,강원 강릉시 강문동 27-23,강원 강릉시 해안로 280,37.7905472,128.9209372,033-651-9980
식음료,좋은날케이크,"강원 평창군 진부면 청송로 88-11, 1층",,37.63611648,128.5564006,0507-1368-3631
관광지,주문진항,강원 강릉시 주문진읍 주문리 312-512,강원 강릉시 주문진읍 해안로 1758-22,37.89191073,128.8302025,033-660-3438
관광지,주문진해변,강원 강릉시 주문진읍 향호리 8-17,강원 강릉시 주문진읍 주문북로 210,37.91013153,128.8176761,033-640-5422
동물병원,주주동물병원,강원 강릉시 입암동 596-1,강원 강릉시 성덕포남로 105,37.76299141,128.9146523,033-652-0075
관광지,죽도정,강원 양양군 현남면 인구리 1-17,강원 양양군 현남면 인구항길 24,37.97134592,128.7626748,033-670-2397
관광지,죽도해수욕장,강원 양양군 현남면 시변리 33-38,,37.97215912,128.7616571,033-670-2397
식음료,준독라운지,,강원 춘천시 효자로150번길 11-1,37.87596149,127.7365613,033-254-0045
체험,준독트레이닝센터,,강원 춘천시 서면 노동길 71,37.84040675,127.5879998,0507-1414-8846
동물병원,중앙가축병원 원주대리점,강원 원주시 단계동 924-15,강원 원주시 한지공원길 212,37.3383379,127.9318154,033-735-1482
동물병원,중앙동물병원,강원 강릉시 주문진읍 교항리 48-218,강원 강릉시 주문진읍 연주로 308-1,37.87993591,128.8267844,
동물병원,쥬쥬동물병원,강원 동해시 효가동 162-53,강원 동해시 지양길 6,37.49296704,129.10818,033-522-3313
관광지,지경리해수욕장,강원 양양군 현남면 지경리 22-6,,37.9239813,128.7993429,033-671-4568
숙박지,지니의캠프펜션,,강원 원주시 지정면 장지길 69-22,37.36945818,127.8115336,
관광지,직탕폭포,강원 철원군 동송읍 장흥리 336,강원 철원군 동송읍 직탕길 94,38.2092574,127.2653702,033-450-5534
숙박지,청옥산 깨비마을 캠핑장,,강원 평창군 미탄면 수리재길 21,37.36782854,128.4853593,
관광지,청초호 호수공원,강원 속초시 조양동 1544-2,강원 속초시 철새길 76,38.19192935,128.5865289,033-639-2422
숙박지,청호정펜션,강원 영월군 영월읍 방절리 676-2,강원 영월군 영월읍 선돌길 249,37.19196437,128.4295235,
식음료,초이랑,강원 춘천시 신북읍 천전리 115-1,강원 춘천시 신북읍 배후령길 9,37.93078101,127.7815219,033-252-5556
관광지,촛대바위,강원 동해시 추암동 474-6,강원 동해시 촛대바위길 17-1,37.47899434,129.1586323,033-530-2801
식음료,추암대게,강원 동해시 추암동 1-9,강원 동해시 촛대바위길 18,37.47780164,129.1588039,
관광지,추암조각공원,강원 동해시 추암동 산72,,37.47991814,129.1568824,033-530-2478
관광지,추암촛대바위,,강원 동해시 촛대바위길 17-1,37.4789948,129.1586319,033-530-2801
관광지,추암해변,강원 동해시 추암동 1,강원 동해시 촛대바위길 26,37.47725691,129.1591779,033-539-8825
체험,춘천 물레길,강원 춘천시 송암동 644-23,강원 춘천시 스포츠타운길 113-1,37.85496429,127.6857679,033-242-8463
관광지,춘천댐,강원 춘천시 서면 오월리 산12-34,,37.96558831,127.6398848,033-245-2211
숙박지,춘천숲자연휴양림캠핑장,강원 춘천시 동산면 군자리 산403,강원 춘천시 동산면 종자리로 224-104,37.74773175,127.7425035,033-264-1156
체험,춘천의암호스카이워크,강원 춘천시 칠전동 486,,37.84684571,127.6807019,033-253-3700
동물병원,춘천축산농협양구지점동물병원,강원 양구군 양구읍 상리 269-5,강원 양구군 양구읍 중앙길 33-6,38.10593547,127.9896029,
식음료,춘천통나무집닭갈비,강원 춘천시 신북읍 신샘밭로 763,,37.93311389,127.7932958,033-241-5999
숙박지,카리스펜션,강원 강릉시 연곡면 동덕리 144-10,강릉시 연곡면 해안로 1279,37.85730937,128.8528343,
식음료,카사데인제,강원 인제군 남면 신남로 17-93,,37.96077911,128.0720259,0507-1305-4898
식음료,카페 8mm,강원 춘천시 신동면 팔미리 237-2,강원 춘천시 신동면 모오리길 47-28,37.82232826,127.7037905,033-262-6868
식음료,카페 까만콩,강원 홍천군 홍천읍 결운리 314-16,강원 홍천군 홍천읍 홍천로 666-1,37.70679886,127.9101476,
식음료,카페 덕덕,,강원 강릉시 난설헌로 219번길 20-5,37.79429638,128.9139488,
식음료,카페 보름월,,강원 영월군 영월읍 분수대길 64,37.18060974,128.4651619,033-375-3077
식음료,카페 애드,강원 속초시 청초호반로 246-2,,38.20028041,128.584245,033-299-0024
식음료,카페 위드민,강원 원주시 단구동 1694-14,강원 원주시 앙월길 47,37.31700875,127.9574499,033-766-7654
식음료,카페 카테고리,강원 철원군 동송읍 북원로 1388,,38.20678685,127.2296113,0507-1411-3323
식음료,카페 캐빈,강원 춘천시 남면 후동리 367-2,강원 춘천시 남면 버들길 60-7,37.7473815,127.6301543,
식음료,카페 테일,,강원 고성군 죽왕면 가진길 40-5,38.37282715,128.5087306,0507-1437-8060
식음료,카페견로당,강원 인제군 인제읍 원대리 671-13,강원 인제군 인제읍 자작나무숲길 1061-5,38.00390854,128.2267036,
식음료,카페공간,강원 철원군 갈말읍 상사리 535,강원 철원군 갈말읍 직탕길 26,38.2079295,127.2707287,
식음료,카페나스,강원 춘천시 신북읍 천전리 85-1,강원 춘천시 신북읍 신샘밭로 706-8,37.92941846,127.7875224,033-241-9445
식음료,카페너니,강원 춘천시 석사동 660-9,강원 춘천시 효석로 129,37.85734465,127.7427135,
식음료,카페너래,,강원 속초시 원암학사평길 114,38.20630788,128.5205349,0507-1423-1324
식음료,카페노멀데이,강원 강릉시 임당동 90-3,강원 강릉시 문화의길8번길 11,37.75547523,128.8954558,
식음료,카페도즈오프,강원 원주시 신림면 신림황둔로 1060,,37.25388757,128.1768519,
